"","dictionary"
"262","will"
"263","be"
"264","returned"
"265","to"
"266","the"
"267","originator"
"268","after"
"269","the"
"270","study"
"271","is"
"272","complete"
"273","infor­"
"274","mation"
"275","will"
"276","be"
"277","gathered"
"278","on"
"279","emission"
"280","characteristics"
"281","flow"
"282","volume"
"283","composition"
"284","concentration"
"285","solubility"
"286","etc"
"287","by"
"288","sources"
"289","stacks"
"290","vents"
"291","reliefs"
"292","etc"
"293","according"
"294","to"
"295","plant"
"296","location"
"297","current"
"298","levels"
"299","of"
"300","control"
"301","the"
"302","methods"
"303","employed"
"304","and"
"305","the"
"306","costs"
"307","will"
"308","be"
"309","stated"
"310","estimates"
"311","of"
"312","the"
"313","cost"
"314","of"
"315","control"
"316","will"
"317","be"
"318","compared"
"319","against"
"320","known"
"321","situations"
"322","to"
"323","validate"
"324","overall"
"325","estimating"
"326","procedures"
"327","manufac­"
"328","turers"
"329","will"
"330","be"
"331","interviewed"
"332","on"
"333","a"
"334","selected"
"335","basis"
"336","for"
"337","further"
"338","cross­"
"339","comparison"
"340","and"
"341","to"
"342","apply"
"343","their"
"344","knowledge"
"345","of"
"346","the"
"347","most"
"348","recent"
"349","ract"
"350","cma"
"351","f"
"352","to"
"353","avoid"
"354","duplication"
"355","of"
"356","effort"
"357","liaison"
"358","will"
"359","continue"
"360","with"
"361","other"
"362","organizations"
"363","such"
"364","as"
"365","the"
"366","texas"
"367","chemical"
"368","council"
"369","con­"
"370","cerned"
"371","with"
"372","similar"
"373","studies"
"374","there"
"375","is"
"376","little"
"377","doubt"
"378","as"
"379","to"
"380","epa"
"381","direction"
"382","epa"
"383","considers"
"384","nearly"
"385","all"
"386","hydrocarbons"
"387","to"
"388","be"
"389","photochemical"
"390","oxidant"
"391","precursors"
"392","regardless"
"393","of"
"394","their"
"395","relative"
"396","photolytic"
"397","reactivity"
"398","epa"
"399","has"
"400","advised"
"401","states"
"402","to"
"403","revise"
"404","their"
"405","state"
"406","implementation"
"407","plans"
"408","sip"
"409","and"
"410","to"
"411","ensure"
"412","compliance"
"413","with"
"414","the"
"415","clean"
"416","air"
"417","act"
"418","of"
"419","pl"
"420","which"
"421","does"
"422","not"
"423","allow"
"424","new"
"425","source"
"426","permits"
"427","in"
"428","non­"
"429","attainment"
"430","areas"
"431","of"
"432","the"
"433","air"
"434","quality"
"435","regions"
"436","aqr"
"437","are"
"438","classed"
"439","nonattainment"
"440","because"
"441","of"
"442","oxidant"
"443","levels"
"444","major"
"445","pro­"
"446","jects"
"447","are"
"448","stopped"
"449","in"
"450","jeopardy"
"451","or"
"452","delayed"
"453","because"
"454","pl"
"455","does"
"456","not"
"457","permit"
"458","new"
"459","sources"
"460","in"
"461","nonattainment"
"462","regions"
"463","epa"
"464","has"
"465","also"
"466","announced"
"467","a"
"468","goal"
"469","of"
"470","reduction"
"471","in"
"472","hydrocarbon"
"473","vapor"
"474","losses"
"475","from"
"476","autos"
"477","and"
"478","light"
"479","trucks"
"480","currently"
"481","there"
"482","is"
"483","no"
"484","industry"
"485","data"
"486","for"
"487","development"
"488","of"
"489","rational"
"490","regulations"
"491","or"
"492","workable"
"493","guidelines"
"494","this"
"495","study"
"496","is"
"497","in­"
"498","tended"
"499","to"
"500","define"
"501","the"
"502","cost"
"503","parameters"
"504","so"
"505","that"
"506","a"
"507","costbenfit"
"508","as­"
"509","sessment"
"510","can"
"511","be"
"512","related"
"513","to"
"514","the"
"515","results"
"516","of"
"517","varying"
"518","levels"
"519","of"
"520","con­"
"521","trol"
"522","and"
"523","different"
"524","strategies"
"525","that"
"526","could"
"527","be"
"528","employed"
"529","to"
"530","reach"
"531","them"
"532","acceptance"
"533","of"
"534","the"
"535","project"
"536","proposal"
"537","is"
"538","recommended"
"539","concurs"
"540","staff"
"541","i"
"542","it"
"543","mca"
"544","j"
"545","i"
"546","f"
"547","f"
"548","cma"
"549","i"
