"","dictionary"
"1946","after"
"1947","petition"
"1948","by"
"1949","the"
"1950","national"
"1951","tank"
"1952","truck"
"1953","carriers"
"1954","inc"
"1955","to"
"1956","identify"
"1957","segregate"
"1958","and"
"1959","accumulate"
"1960","cost"
"1961","for"
"1962","the"
"1963","cleaning"
"1964","of"
"1965","cargo"
"1966","tanks"
"1967","icc"
"1968","accounting"
"1969","requirements"
"1970","did"
"1971","not"
"1972","make"
"1973","provision"
"1974","for"
"1975","such"
"1976","segregation"
"1977","mca"
"1978","filed"
"1979","statements"
"1980","supporting"
"1981","the"
"1982","segregation"
"1983","and"
"1984","identification"
"1985","of"
"1986","chose"
"1987","costs"
"1988","the"
"1989","proceeding"
"1990","has"
"1991","been"
"1992","successfully"
"1993","concluded"
"1994","national"
"1995","classification"
"1996","board"
"1997","docket"
"1998","subject"
"1999","proposed"
"2000","the"
"2001","arbitrary"
"2002","reclassification"
"2003","of"
"2004","class"
"2005","a"
"2006","and"
"2007","b"
"2008","poisons"
"2009","to"
"2010","times"
"2011","first"
"2012","class"
"2013","for"
"2014","ltl"
"2015","shipments"
"2016","and"
"2017","times"
"2018","first"
"2019","class"
"2020","for"
"2021","truckload"
"2022","shipments"
"2023","regardless"
"2024","of"
"2025","the"
"2026","classification"
"2027","rating"
"2028","for"
"2029","a"
"2030","par­"
"2031","ticular"
"2032","product"
"2033","challenged"
"2034","this"
"2035","arbitrary"
"2036","action"
"2037","by"
"2038","the"
"2039","national"
"2040","classification"
"2041","board"
"2042","has"
"2043","been"
"2044","placed"
"2045","in"
"2046","suspension"
"2047","by"
"2048","the"
"2049","board"
"2050","and"
"2051","is"
"2052","believed"
"2053","dead"
"2054","the"
"2055","federal"
"2056","government"
"2057","as"
"2058","an"
"2059","offset"
"2060","to"
"2061","the"
"2062","truckers"
"2063","because"
"2064","of"
"2065","the"
"2066","national"
"2067","maximum"
"2068","speed"
"2069","limit"
"2070","of"
"2071","miles"
"2072","per"
"2073","hour"
"2074","authorised"
"2075","an"
"2076","increase"
"2077","in"
"2078","the"
"2079","maximum"
"2080","weight"
"2081","for"
"2082","trucks"
"2083","on"
"2084","the"
"2085","defense"
"2086","and"
"2087","inter­"
"2088","state"
"2089","highway"
"2090","system"
"2091","from"
"2092","a"
"2093","gross"
"2094","weight"
"2095","of"
"2096","to"
"2097","pounds"
"2098","in"
"2099","order"
"2100","for"
"2101","vehicles"
"2102","to"
"2103","leave"
"2104","the"
"2105","interstate"
"2106","system"
"2107","to"
"2108","pick"
"2109","up"
"2110","and"
"2111","deliver"
"2112","freight"
"2113","state"
"2114","weight"
"2115","limits"
"2116","must"
"2117","be"
"2118","increased"
"2119","allowing"
"2120","the"
"2121","higher"
"2122","gross"
"2123","weight"
"2124","the"
"2125","committee"
"2126","has"
"2127","recommended"
"2128","support"
"2129","for"
"2130","state"
"2131","actions"
"2132","raising"
"2133","state"
"2134","weights"
"2135","to"
"2136","the"
"2137","interstate"
"2138","level"
"2139","physical"
"2140","distribution"
"2141","at"
"2142","a"
"2143","oneday"
"2144","educational"
"2145","seminar"
"2146","preceding"
"2147","the"
"2148","may"
"2149","transportation"
"2150","and"
"2151","distribution"
"2152","committee"
"2153","meeting"
"2154","mca"
"2155","member"
"2156","companies"
"2157","described"
"2158","the"
"2159","interface"
"2160","of"
"2161","transportation"
"2162","informa­"
"2163","tion"
"2164","with"
"2165","order"
"2166","entry"
"2167","and"
"2168","data"
"2169","base"
"2170","concepts"
"2171","several"
"2172","systems"
"2173","for"
"2174","computerization"
"2175","of"
"2176","freight"
"2177","rates"
"2178","and"
"2179","routes"
"2180","were"
"2181","described"
"2182","during"
"2183","the"
"2184","october"
"2185","meeting"
"2186","representatives"
"2187","of"
"2188","the"
"2189","national"
"2190","tank"
"2191","truck"
"2192","carriers"
"2193","inc"
"2194","discussed"
"2195","service"
"2196","and"
"2197","economic"
"2198","problems"
"2199","faced"
"2200","by"
"2201","the"
"2202","tank"
"2203","truck"
"2204","carrier"
"2205","industry"
"2206","arrangements"
"2207","are"
"2208","being"
"2209","made"
"2210","to"
"2211","continue"
"2212","such"
"2213","dialogues"
"2214","with"
"2215","other"
"2216","major"
"2217","transportation"
"2218","services"
"2219","at"
"2220","future"
"2221","meetings"
"2222","marine"
"2223","the"
"2224","development"
"2225","of"
"2226","regulations"
"2227","to"
"2228","implement"
"2229","the"
"2230","civil"
"2231","penalties"
"2232","of"
"2233","section"
"2234","of"
"2235","pl"
"2236","the"
"2237","federal"
"2238","water"
"2239","pol­"
"2240","lution"
"2241","control"
"2242","acthas"
"2243","been"
"2244","monitored"
"2245","action"
"2246","seeking"
"2247","legisla­"
"2248","tive"
"2249","relief"
"2250","from"
"2251","the"
"2252","punitive"
"2253","penalties"
"2254","of"
"2255","section"
"2256","has"
"2257","not"
"2258","been"
"2259","successful"
"2260","so"
"2261","far"
"2262","environmental"
"2263","regulations"
"2264","the"
"2265","state"
"2266","of"
"2267","illinois"
"2268","through"
"2269","its"
"2270","pollution"
"2271","control"
"2272","board"
"2273","has"
"2274","been"
"2275","considering"
"2276","for"
"2277","seme"
"2278","time"
"2279","proposed"
"2280","toxic"
"2281","substances"
"2282","regulations"
"2283","transportation"
"2284","in"
"2285","and"
"2286","through"
"2287","the"
"2288","state"
"2289","would"
"2290","have"
"2291","been"
"2292","seriously"
"2293","affected"
"2294","by"
"2295","the"
"2296","proposed"
"2297","regulations"
"2298","mca"
"2299","participated"
"2300","in"
"2301","hearings"
"2302","opposing"
"2303","inclusion"
"2304","of"
"2305","transportation"
"2306","in"
"2307","the"
"2308","regulations"
"2309","of"
"2310","the"
"2311","epa"
"2312","the"
"2313","latest"
"2314","draft"
"2315","of"
"2316","the"
"2317","proposed"
"2318","regulations"
"2319","eliminates"
"2320","applica­"
"2321","tion"
"2322","to"
"2323","transportation"
"2324","equipment"
"2325","cma"
"2326","mca"
"2327","and"
"2328","the"
"2329","national"
"2330","tank"
"2331","truck"
"2332","carriers"
"2333","inc"
"2334","have"
"2335","scheduled"
"2336","a"
"2337","seminar"
"2338","on"
"2339","tank"
"2340","truck"
"2341","waste"
"2342","water"
"2343","effluentsregulations"
"2344","and"
"2345","disposition"
"2346","on"
"2347","june"
"2348","at"
"2349","the"
"2350","university"
"2351","of"
"2352","wisconsin"
"2353","in"
"2354","madison"
"2355","although"
"2356","the"
"2357","epa"
"2358","currently"
"2359","has"
"2360","assigned"
"2361","a"
"2362","low"
"2363","priority"
"2364","to"
"2365","waste"
"2366","water"
"2367","treatment"
"2368","discharged"
"2369","from"
"2370","transporta­"
"2371","tion"
"2372","equipment"
"2373","an"
"2374","understanding"
"2375","of"
"2376","the"
"2377","problems"
"2378","is"
"2379","being"
"2380","sought"
"2381","through"
"2382","such"
"2383","meeting"
"2384","vii"
"2385","legislative"
"2386","was"
"2387","the"
"2388","year"
"2389","for"
"2390","transportation"
"2391","legislation"
"2392","in"
"2393","september"
"2394","mia"
"2395","testified"
"2396","on"
"2397","several"
"2398","bills"
"2399","bearing"
"2400","various"
"2401","titles"
"2402","affecting"
"2403","the"
"2404","rail"
"2405","industry"
"2406","hr"
"2407","s"
"2408","and"
"2409","s"
"2410","the"
"2411","composite"
"2412","of"
"2413","legislation"
"2414","eventually"
"2415","became"
"2416","s"
"2417","the"
"2418","railroad"
"2419","revitalization"
"2420","and"
"2421","regulatory"
"2422","reform"
"2423","act"
"2424","of"
"2425","several"
"2426","of"
"2427","the"
"2428","points"
"2429","made"
"2430","by"
"2431","mca"
"2432","were"
"2433","adopted"
"2434","in"
"2435","the"
"2436","legislation"
"2437","the"
"2438","administration"
"2439","presently"
"2440","has"
"2441","before"
"2442","the"
"2443","congress"
"2444","a"
"2445","major"
"2446","reform"
"2447","of"
"2448","the"
"2449","common"
"2450","and"
"2451","contract"
"2452","carrier"
"2453","regulatory"
"2454","system"
"2455","the"
"2456","legislation"
"2457","is"
"2458","termed"
"2459","the"
"2460","truck"
"2461","regulatory"
"2462","reform"
"2463","act"
"2464","the"
"2465","td"
"2466","conmittee"
"2467","has"
"2468","adopted"
"2469","positions"
"2470","with"
"2471","regard"
"2472","to"
"2473","princi­"
"2474","ples"
"2475","incorporated"
"2476","in"
"2477","the"
"2478","bill"
"2479","to"
"2480","date"
"2481","hearings"
"2482","have"
"2483","not"
"2484","been"
"2485","scheduled"
"2486","meanwhile"
"2487","meetings"
"2488","with"
"2489","framers"
"2490","of"
"2491","the"
"2492","bill"
"2493","in"
"2494","the"
"2495","department"
"2496","of"
"2497","transportation"
"2498","have"
"2499","provided"
"2500","insight"
"2501","as"
"2502","to"
"2503","the"
"2504","basis"
"2505","for"
"2506","the"
"2507","proposal"
"2508","and"
"2509","allowed"
"2510","explanation"
"2511","of"
"2512","chemical"
"2513","industry"
"2514","reaction"
"2515","cma"
