"","dictionary"
"234","established"
"235","in"
"236","november"
"237","however"
"238","because"
"239","of"
"240","disagreement"
"241","among"
"242","the"
"243","railroads"
"244","as"
"245","to"
"246","how"
"247","the"
"248","system"
"249","was"
"250","to"
"251","w"
"252","rk"
"253","the"
"254","matter"
"255","was"
"256","contested"
"257","before"
"258","the"
"259","interstate"
"260","commerce"
"261","commission"
"262","icc"
"263","with"
"264","the"
"265","car"
"266","suppliers"
"267","on"
"268","one"
"269","side"
"270","and"
"271","the"
"272","railroads"
"273","on"
"274","the"
"275","other"
"276","coomienclng"
"277","in"
"278","through"
"279","may"
"280","of"
"281","this"
"282","year"
"283","three"
"284","major"
"285","car"
"286","compensa­"
"287","tion"
"288","cases"
"289","have"
"290","been"
"291","adjudicated"
"292","before"
"293","the"
"294","icc"
"295","in"
"296","after"
"297","a"
"298","fav"
"299","rable"
"300","icc"
"301","decision"
"302","to"
"303","an"
"304","mca"
"305","complaint"
"306","the"
"307","threelevel"
"308","system"
"309","of"
"310","compensation"
"311","es­"
"312","tablished"
"313","in"
"314","was"
"315","changed"
"316","to"
"317","a"
"318","sixlevel"
"319","system"
"320","however"
"321","the"
"322","rates"
"323","of"
"324","compensation"
"325","to"
"326","be"
"327","paid"
"328","by"
"329","the"
"330","railroads"
"331","were"
"332","frozen"
"333","to"
"334","car"
"335","values"
"336","established"
"337","in"
"338","the"
"339","final"
"340","case"
"341","icc"
"342","docket"
"343","instituted"
"344","by"
"345","mca"
"346","over"
"347","four"
"348","years"
"349","ago"
"350","is"
"351","about"
"352","to"
"353","be"
"354","discontinued"
"355","as"
"356","a"
"357","result"
"358","of"
"359","an"
"360","interim"
"361","agreement"
"362","negotia­"
"363","ted"
"364","between"
"365","the"
"366","litigants"
"367","the"
"368","negotiations"
"369","followed"
"370","a"
"371","favorable"
"372","decision"
"373","by"
"374","division"
"375","for"
"376","mca"
"377","mcas"
"378","complaint"
"379","was"
"380","supported"
"381","by"
"382","the"
"383","american"
"384","petroleum"
"385","institute"
"386","the"
"387","corn"
"388","refiners"
"389","association"
"390","the"
"391","institute"
"392","of"
"393","shortening"
"394","and"
"395","edible"
"396","oils"
"397","the"
"398","major"
"399","tank"
"400","car"
"401","leasing"
"402","companies"
"403","and"
"404","allied"
"405","chemical"
"406","corp"
"407","ra­"
"408","tion"
"409","the"
"410","interim"
"411","agreement"
"412","accomplishes"
"413","the"
"414","following"
"415","the"
"416","mileage"
"417","rate"
"418","for"
"419","all"
"420","six"
"421","levels"
"422","of"
"423","compensation"
"424","was"
"425","to"
"426","be"
"427","increased"
"428","on"
"429","thirty"
"430","days"
"431","notice"
"432","by"
"433","this"
"434","increase"
"435","became"
"436","effective"
"437","may"
"438","tank"
"439","car"
"440","compen­"
"441","sation"
"442","had"
"443","not"
"444","been"
"445","increased"
"446","since"
"447","january"
"448","it"
"449","is"
"450","estlmatad"
"451","that"
"452","the"
"453","increase"
"454","annualized"
"455","will"
"456","return"
"457","to"
"458","the"
"459","tank"
"460","car"
"461","perators"
"462","an"
"463","additional"
"464","million"
"465","the"
"466","chemical"
"467","industrys"
"468","share"
"469","is"
"470","estimated"
"471","at"
"472","million"
"473","cma"
"474","sine"
"475","the"
"476","railroads"
"477","only"
"478","adjusted"
"479","tank"
"480","car"
"481","compen­"
"482","sation"
"483","upward"
"484","afcer"
"485","adjudication"
"486","of"
"487","a"
"488","complaint"
"489","before"
"490","the"
"491","icc"
"492","the"
"493","agreement"
"494","provides"
"495","chat"
"496","tank"
"497","car"
"498","compensa­"
"499","tion"
"500","will"
"501","be"
"502","adjusted"
"503","in"
"504","relation"
"505","to"
"506","and"
"507","at"
"508","the"
"509","time"
"510","the"
"511","railroads"
"512","adjust"
"513","the"
"514","compensation"
"515","paid"
"516","one"
"517","another"
"518","for"
"519","use"
"520","of"
"521","each"
"522","others"
"523","cars"
"524","the"
"525","railroads"
"526","have"
"527","increased"
"528","the"
"529","compensation"
"530","paid"
"531","to"
"532","each"
"533","ocher"
"534","four"
"535","times"
"536","aggregat­"
"537","ing"
"538","since"
"539","the"
"540","last"
"541","time"
"542","tank"
"543","car"
"544","compensation"
"545","was"
"546","increased"
"547","we"
"548","expecc"
"549","the"
"550","new"
"551","rates"
"552","of"
"553","compensation"
"554","effective"
"555","may"
"556","i"
"557","will"
"558","again"
"559","be"
"560","increased"
"561","in"
"562","the"
"563","first"
"564","quarter"
"565","of"
"566","when"
"567","the"
"568","railroads"
"569","increase"
"570","car"
"571","compensa­"
"572","tion"
"573","to"
"574","each"
"575","other"
"576","new"
"577","tank"
"578","cars"
"579","entering"
"580","the"
"581","rail"
"582","fleet"
"583","frozen"
"584","at"
"585","valuations"
"586","for"
"587","the"
"588","purpose"
"589","of"
"590","compensation"
"591","will"
"592","now"
"593","enter"
"594","the"
"595","fleet"
"596","at"
"597","their"
"598","fair"
"599","market"
"600","value"
"601","for"
"602","example"
"603","a"
"604","car"
"605","valued"
"606","in"
"607","dollars"
"608","at"
"609","will"
"610","call"
"611","for"
"612","a"
"613","mileage"
"614","race"
"615","of"
"616","per"
"617","loaded"
"618","mile"
"619","whereas"
"620","prior"
"621","to"
"622","this"
"623","agreement"
"624","such"
"625","cars"
"626","would"
"627","have"
"628","been"
"629","adjusted"
"630","by"
"631","a"
"632","formula"
"633","to"
"634","a"
"635","value"
"636","of"
"637","and"
"638","compensated"
"639","at"
"640","a"
"641","rate"
"642","of"
"643","existing"
"644","cars"
"645","will"
"646","be"
"647","reevaluated"
"648","and"
"649","if"
"650","the"
"651","fair"
"652","markec"
"653","value"
"654","of"
"655","the"
"656","car"
"657","places"
"658","it"
"659","in"
"660","a"
"661","higher"
"662","mile­"
"663","age"
"664","group"
"665","the"
"666","car"
"667","will"
"668","be"
"669","reassigned"
"670","to"
"671","the"
"672","higher"
"673","group"
"674","tank"
"675","car"
"676","owners"
"677","and"
"678","operators"
"679","will"
"680","support"
"681","the"
"682","establish­"
"683","ment"
"684","of"
"685","an"
"686","equalization"
"687","rule"
"688","whereby"
"689","the"
"690","railroads"
"691","will"
"692","be"
"693","compensated"
"694","for"
"695","excess"
"696","empty"
"697","miles"
"698","when"
"699","empty"
"700","miles"
"701","exceed"
"702","loaded"
"703","miles"
"704","by"
"705","more"
"706","than"
"707","the"
"708","icc"
"709","will"
"710","issue"
"711","an"
"712","order"
"713","commencing"
"714","a"
"715","rule"
"716","making"
"717","proceeding"
"718","for"
"719","the"
"720","purpose"
"721","of"
"722","establishing"
"723","rules"
"724","and"
"725","methods"
"726","for"
"727","determining"
"728","cank"
"729","car"
"730","compensation"
"731","in"
"732","the"
"733","future"
"734","when"
"735","completed"
"736","the"
"737","icc"
"738","will"
"739","issue"
"740","another"
"741","or­"
"742","der"
"743","canceling"
"744","the"
"745","interim"
"746","agreement"
"747","and"
"748","prescribing"
"749","the"
"750","basis"
"751","on"
"752","which"
"753","tank"
"754","car"
"755","compensation"
"756","is"
"757","to"
"758","be"
"759","paid"
"760","and"
"761","the"
"762","mechanisms"
"763","for"
"764","its"
"765","implementation"
"766","rule"
"767","making"
"768","may"
"769","take"
"770","as"
"771","long"
"772","as"
"773","three"
"774","years"
"775","to"
"776","complete"
"777","in"
"778","summary"
"779","we"
"780","not"
"781","only"
"782","see"
"783","the"
"784","light"
"785","at"
"786","the"
"787","end"
"788","of"
"789","the"
"790","tunnel"
"791","but"
"792","we"
"793","can"
"794","see"
"795","the"
"796","end"
"797","of"
"798","the"
"799","tunnel"
"800","during"
"801","che"
"802","next"
"803","three"
"804","years"
"805","complex"
"806","and"
"807","difficult"
"808","negotiating"
"809","will"
"810","be"
"811","carried"
"812","out"
"813","with"
"814","the"
"815","railroads"
"816","under"
"817","icc"
"818","super­"
"819","vision"
"820","mcas"
"821","objective"
"822","will"
"823","be"
"824","to"
"825","do"
"826","its"
"827","best"
"828","to"
"829","assure"
"830","that"
"831","the"
"832","rules"
"833","finally"
"834","prescribed"
"835","will"
"836","provide"
"837","equitable"
"838","compensation"
"839","for"
"840","those"
"841","who"
"842","supply"
"843","tank"
"844","cars"
"845","last"
"846","report"
"847","dealt"
"848","at"
"849","length"
"850","with"
"851","public"
"852","law"
"853","the"
"854","federal"
"855","water"
"856","pollution"
"857","control"
"858","act"
"859","and"
"860","in"
"861","particular"
"862","the"
"863","amendments"
"864","covering"
"865","spills"
"866","of"
"867","hazardous"
"868","polluting"
"869","substances"
"870","and"
"871","the"
"872","civil"
"873","penalties"
"874","provided"
"875","for"
"876","such"
"877","spills"
"878","in"
"879","section"
"880","i"
"881","advised"
"882","that"
"883","an"
"884","ad"
"885","hoc"
"886","interindustry"
"887","committee"
"888","including"
"889","mca"
"890","was"
"891","seeking"
"892","legislative"
"893","relief"
"894","from"
"895","the"
"896","punitive"
"897","provisions"
"898","of"
"899","this"
"900","section"
"901","hr"
"902","was"
"903","introduced"
"904","september"
"905","to"
"906","amend"
"907","several"
"908","sections"
"909","of"
"910","the"
"911","law"
"912","and"
"913","section"
"914","of"
"915","the"
"916","bill"
"917","while"
"918","not"
"919","totally"
"920","to"
"921","the"
"922","lik­"
"923","ing"
"924","of"
"925","the"
"926","ad"
"927","hoc"
"928","committee"
"929","would"
"930","have"
"931","been"
"932","a"
"933","vast"
"934","improvement"
"935","from"
"936","the"
"937","existing"
"938","law"
"939","mca"
"940","testified"
"941","in"
"942","support"
"943","of"
"944","the"
"945","bill"
"946","with"
"947","caveats"
"948","as"
"949","to"
"950","the"
"951","cma"
"952","meaning"
"953","intended"
"954","by"
"955","certain"
"956","language"
"957","in"
"958","the"
"959","bill"
"960","mca"
"961","offered"
"962","to"
"963","work"
"964","with"
"965","the"
"966","environmental"
"967","protection"
"968","agency"
"969","epa"
"970","on"
"971","the"
"972","development"
"973","of"
"974","guidelines"
"975","to"
"976","carry"
"977","out"
"978","the"
"979","intent"
"980","of"
"981","cne"
"982","dubious"
"983","language"
"984","along"
"985","the"
"986","lines"
"987","of"
"988","mcas"
"989","testi­"
"990","mony"
"991","epa"
"992","administrator"
"993","russell"
"994","train"
"995","testified"
"996","in"
"997","support"
"998","of"
"999","hr"
"1000","including"
"1001","support"
"1002","of"
"1003","section"
"1004","the"
"1005","desired"
"1006","revisions"
"1007","in"
"1008","the"
"1009","law"
"1010","as"
"1011","en­"
"1012","compassed"
"1013","in"
"1014","section"
"1015","were"
"1016","recommended"
"1017","by"
"1018","the"
"1019","house"
"1020","public"
"1021","works"
"1022","subcom­"
"1023","mittee"
"1024","handling"
"1025","the"
"1026","bill"
"1027","however"
"1028","in"
"1029","markup"
"1030","before"
"1031","the"
"1032","full"
"1033","house"
"1034","committee"
"1035","on"
"1036","public"
"1037","works"
"1038","and"
"1039","transportation"
"1040","the"
"1041","penalty"
"1042","language"
"1043","in"
"1044","section"
"1045","underwent"
"1046","a"
"1047","significant"
"1048","and"
"1049","unfortunate"
"1050","twist"
"1051","the"
"1052","bill"
"1053","provided"
"1054","for"
"1055","a"
"1056","maximum"
"1057","penalty"
"1058","of"
"1059","in"
"1060","markup"
"1061","to"
"1062","placate"
"1063","certain"
"1064","committee"
"1065","members"
"1066","who"
"1067","were"
"1068","seeking"
"1069","to"
"1070","preserve"
"1071","the"
"1072","maximum"
"1073","penalty"
"1074","of"
"1075","when"
"1076","from"
"1077","a"
"1078","vessel"
"1079","and"
"1080","when"
"1081","from"
"1082","a"
"1083","shorebased"
"1084","facility"
"1085","as"
"1086","provided"
"1087","in"
"1088","the"
"1089","amendments"
"1090","the"
"1091","committee"
"1092","ap­"
"1093","proved"
"1094","a"
"1095","threetier"
"1096","approach"
"1097","to"
"1098","penalties"
"1099","the"
"1100","amendment"
"1101","in"
"1102","effect"
"1103","provides"
"1104","a"
"1105","maximum"
"1106","penalty"
"1107","of"
"1108","for"
"1109","a"
"1110","first"
"1111","spill"
"1112","a"
"1113","maximum"
"1114","of"
"1115","for"
"1116","a"
"1117","second"
"1118","spill"
"1119","and"
"1120","a"
"1121","maximum"
"1122","of"
"1123","for"
"1124","spills"
"1125","in"
"1126","excess"
"1127","of"
"1128","two"
"1129","during"
"1130","a"
"1131","threeyear"
"1132","period"
"1133","the"
"1134","markup"
"1135","made"
"1136","no"
"1137","change"
"1138","in"
"1139","the"
"1140","language"
"1141","concerning"
"1142","spills"
"1143","involving"
"1144","willful"
"1145","negligence"
"1146","or"
"1147","willful"
"1148","misconduct"
"1149","hr"
"1150","is"
"1151","expected"
"1152","to"
"1153","obtain"
"1154","a"
"1155","rule"
"1156","from"
"1157","the"
"1158","rules"
"1159","committee"
"1160","for"
"1161","con­"
"1162","sideration"
"1163","by"
"1164","the"
"1165","house"
"1166","some"
"1167","time"
"1168","this"
"1169","month"
"1170","tt"
"1171","is"
"1172","the"
"1173","best"
"1174","judgment"
"1175","of"
"1176","those"
"1177","who"
"1178","are"
"1179","familiar"
"1180","with"
"1181","legislative"
"1182","procedures"
"1183","that"
"1184","the"
"1185","markup"
"1186","committee"
"1187","has"
"1188","made"
"1189","such"
"1190","a"
"1191","christmas"
"1192","tree"
"1193","of"
"1194","the"
"1195","bill"
"1196","chat"
"1197","it"
"1198","stands"
"1199","a"
"1200","very"
"1201","good"
"1202","chance"
"1203","of"
"1204","being"
"1205","voted"
"1206","down"
"1207","by"
"1208","the"
"1209","house"
"1210","if"
"1211","this"
"1212","does"
"1213","not"
"1214","occur"
"1215","because"
"1216","s"
"1217","the"
"1218","senates"
"1219","companion"
"1220","bill"
"1221","is"
"1222","so"
"1223","different"
"1224","than"
"1225","hr"
"1226","an"
"1227","ef­"
"1228","fort"
"1229","will"
"1230","be"
"1231","made"
"1232","to"
"1233","return"
"1234","the"
"1235","penalty"
"1236","language"
"1237","to"
"1238","its"
"1239","original"
"1240","form"
"1241","during"
"1242","the"
"1243","house"
"1244","and"
"1245","senate"
"1246","conference"
"1247","the"
"1248","fallback"
"1249","position"
"1250","will"
"1251","be"
"1252","to"
"1253","eliminate"
"1254","section"
"1255","in"
"1256","its"
"1257","entirety"
"1258","the"
"1259","transportation"
"1260","of"
"1261","hazardous"
"1262","materials"
"1263","continues"
"1264","to"
"1265","receive"
"1266","adverse"
"1267","publicity"
"1268","far"
"1269","out"
"1270","of"
"1271","proportion"
"1272","to"
"1273","the"
"1274","safety"
"1275","its"
"1276","transportation"
"1277","record"
"1278","de­"
"1279","serves"
"1280","the"
"1281","department"
"1282","of"
"1283","transportation"
"1284","dot"
"1285","through"
"1286","its"
"1287","director"
"1288","of"
"1289","the"
"1290","office"
"1291","of"
"1292","hazardous"
"1293","materials"
"1294","when"
"1295","testifying"
"1296","on"
"1297","the"
"1298","transportation"
"1299","safety"
"1300","act"
"1301","of"
"1302","estimated"
"1303","that"
"1304","there"
"1305","are"
"1306","over"
"1307","two"
"1308","billion"
"1309","tons"
"1310","of"
"1311","hazsrdous"
"1312","materials"
"1313","shipped"
"1314","annually"
"1315","with"
"1316","as"
"1317","many"
"1318","as"
"1319","shipments"
"1320","tendered"
"1321","daily"
"1322","major"
"1323","accidents"
"1324","involving"
"1325","hazardous"
"1326","materials"
"1327","have"
"1328","been"
"1329","relatively"
"1330","few"
"1331","when"
"1332","considering"
"1333","the"
"1334","exposure"
"1335","but"
"1336","each"
"1337","one"
"1338","raises"
"1339","new"
"1340","cries"
"1341","for"
"1342","increased"
"1343","regula­"
"1344","tion"
"1345","since"
"1346","the"
"1347","department"
"1348","of"
"1349","transportation"
"1350","has"
"1351","been"
"1352","attempting"
"1353","to"
"1354","develop"
"1355","a"
"1356","new"
"1357","hazard"
"1358","information"
"1359","system"
"1360","integrating"
"1361","vehicle"
"1362","placards"
"1363","and"
"1364","shipping"
"1365","papers"
"1366","with"
"1367","the"
"1368","ability"
"1369","for"
"1370","a"
"1371","quick"
"1372","emergency"
"1373","response"
"1374","the"
"1375","dots"
"1376","most"
"1377","recent"
"1378","effort"
"1379","is"
"1380","an"
"1381","advance"
"1382","notice"
"1383","of"
"1384","rule"
"1385","making"
"1386","identified"
"1387","hazardous"
"1388","materials"
"1389","docket"
"1390","no"
"1391","the"
"1392","xt"
"1393","requested"
"1394","that"
"1395","responses"
"1396","to"
"1397","the"
"1398","docket"
"1399","evaluate"
"1400","nine"
"1401","hazard"
"1402","information"
"1403","systems"
"1404","proposed"
"1405","by"
"1406","respondents"
"1407","in"
"1408","a"
"1409","past"
"1410","docket"
"1411","against"
"1412","nine"
"1413","criteria"
"1414","that"
"1415","a"
"1416","hazard"
"1417","information"
"1418","system"
"1419","should"
"1420","meet"
"1421","mcas"
"1422","response"
"1423","was"
"1424","a"
"1425","modification"
"1426","of"
"1427","its"
"1428","prior"
"1429","proposal"
"1430","and"
"1431","it"
"1432","is"
"1433","believed"
"1434","more"
"1435","adequately"
"1436","meets"
"1437","the"
"1438","nine"
"1439","criteria"
"1440","than"
"1441","any"
"1442","of"
"1443","the"
"1444","other"
"1445","systems"
"1446","it"
"1447","integrates"
"1448","the"
"1449","vehicle"
"1450","placards"
"1451","the"
"1452","shipping"
"1453","papers"
"1454","an"
"1455","lnmediate"
"1456","ability"
"1457","to"
"1458","respond"
"1459","and"
"1460","chektrec"
"1461","the"
"1462","system"
"1463","is"
"1464","not"
"1465","only"
"1466","practical"
"1467","for"
"1468","implementa­"
"1469","tion"
"1470","domestically"
"1471","including"
"1472","lntermodal"
"1473","transportation"
"1474","but"
"1475","is"
"1476","readily"
"1477","adapt­"
"1478","able"
"1479","for"
"1480","international"
"1481","shipments"
"1482","we"
"1483","believe"
"1484","the"
"1485","mca"
"1486","response"
"1487","is"
"1488","the"
"1489","lead­"
"1490","ing"
"1491","candidate"
"1492","to"
"1493","be"
"1494","adopted"
"1495","by"
"1496","the"
"1497","dot"
"1498","as"
"1499","a"
"1500","basis"
"1501","for"
"1502","a"
"1503","rule"
"1504","making"
"1505","proceed­"
"1506","ing"
"1507","cma"
"1508","m"
"1509","the"
"1510","committee"
"1511","has"
"1512","a"
"1513","roster"
"1514","of"
"1515","thirtysix"
"1516","members"
"1517","and"
"1518","is"
"1519","organized"
"1520","around"
"1521","eight"
"1522","standing"
"1523","subcommittees"
"1524","with"
"1525","the"
"1526","following"
"1527","areas"
"1528","of"
"1529","responsibilityhazardous"
"1530","materials"
"1531","highway"
"1532","carriers"
"1533","legislation"
"1534","marine"
"1535","physical"
"1536","distribution"
"1537","rail"
"1538","carriers"
"1539","transportation"
"1540","environmental"
"1541","regula­"
"1542","tions"
"1543","and"
"1544","a"
"1545","steering"
"1546","subcommittee"
"1547","the"
"1548","steering"
"1549","subcommittee"
"1550","is"
"1551","comprised"
"1552","of"
"1553","the"
"1554","other"
"1555","subcommittee"
"1556","chairmen"
"1557","and"
"1558","the"
"1559","committee"
"1560","officers"
"1561","important"
"1562","matters"
"1563","currently"
"1564","involving"
"1565","the"
"1566","transportation"
"1567","and"
"1568","distribu­"
"1569","tion"
"1570","committee"
"1571","are"
"1572","i"
"1573","hazardous"
"1574","materials"
"1575","regulations"
"1576","the"
"1577","hazard"
"1578","information"
"1579","hi"
"1580","system"
"1581","proposed"
"1582","in"
"1583","hmr"
"1584","docket"
"1585","no"
"1586","notice"
"1587","involved"
"1588","a"
"1589","twodigit"
"1590","number"
"1591","for"
"1592","use"
"1593","on"
"1594","the"
"1595","vehicle"
"1596","placard"
"1597","and"
"1598","shipping"
"1599","paper"
"1600","as"
"1601","a"
"1602","key"
"1603","to"
"1604","a"
"1605","response"
"1606","manual"
"1607","giving"
"1608","guidelines"
"1609","for"
"1610","an"
"1611","emergency"
"1612","response"
"1613","in"
"1614","the"
"1615","event"
"1616","of"
"1617","a"
"1618","spill"
"1619","leak"
"1620","or"
"1621","fire"
"1622","dot"
"1623","has"
"1624","discontinued"
"1625","hm"
"1626","with"
"1627","regard"
"1628","to"
"1629","the"
"1630","hi"
"1631","numbers"
"1632","simultaneously"
"1633","with"
"1634","the"
"1635","discontinuance"
"1636","of"
"1637","part"
"1638","of"
"1639","hm"
"1640","dot"
"1641","instituted"
"1642","hm"
"1643","and"
"1644","advance"
"1645","notice"
"1646","of"
"1647","rule"
"1648","making"
"1649","inviting"
"1650","responses"
"1651","to"
"1652","evaluate"
"1653","nine"
"1654","hi"
"1655","systems"
"1656","received"
"1657","in"
"1658","response"
"1659","to"
"1660","hm"
"1661","mca"
"1662","filed"
"1663","a"
"1664","timely"
"1665","response"
"1666","to"
"1667","hm"
"1668","on"
"1669","march"
"1670","the"
"1671","revised"
"1672","mca"
"1673","hi"
"1674","system"
"1675","filed"
"1676","is"
"1677","believed"
"1678","to"
"1679","meet"
"1680","more"
"1681","closely"
"1682","the"
"1683","nine"
"1684","criteria"
"1685","against"
"1686","which"
"1687","each"
"1688","hi"
"1689","system"
"1690","is"
"1691","to"
"1692","be"
"1693","evaluated"
"1694","than"
"1695","any"
"1696","other"
"1697","system"
"1698","hazardous"
"1699","materials"
"1700","docket"
"1701","exemption"
"1702","procedures"
"1703","the"
"1704","trans­"
"1705","portation"
"1706","safety"
"1707","act"
"1708","of"
"1709","authorized"
"1710","the"
"1711","secretary"
"1712","of"
"1713","transp"
"1714","rtation"
"1715","to"
"1716","grant"
"1717","exemptions"
"1718","from"
"1719","the"
"1720","hazardous"
"1721","materials"
"1722","regulations"
"1723","similar"
"1724","to"
"1725","those"
"1726","formerly"
"1727","granted"
"1728","by"
"1729","dot"
"1730","under"
"1731","the"
"1732","title"
"1733","of"
"1734","spe­"
"1735","cial"
"1736","permits"
"1737","the"
"1738","rules"
"1739","and"
"1740","procedures"
"1741","for"
"1742","obtaining"
"1743","exemptions"
"1744","became"
"1745","effective"
"1746","october"
"1747","on"
"1748","conclusion"
"1749","of"
"1750","hm"
"1751","i"
"1752","prior"
"1753","to"
"1754","january"
"1755","authority"
"1756","for"
"1757","the"
"1758","regulation"
"1759","of"
"1760","hazardous"
"1761","materials"
"1762","was"
"1763","vested"
"1764","in"
"1765","each"
"1766","modal"
"1767","administrator"
"1768","rail"
"1769","highway"
"1770","water"
"1771","and"
"1772","air"
"1773","under"
"1774","the"
"1775","new"
"1776","act"
"1777","the"
"1778","secretary"
"1779","has"
"1780","created"
"1781","the"
"1782","materials"
"1783","transportation"
"1784","bureau"
"1785","mtb"
"1786","with"
"1787","responsibility"
"1788","for"
"1789","the"
"1790","operational"
"1791","functions"
"1792","of"
"1793","regulations"
"1794","exemptions"
"1795","and"
"1796","compliance"
"1797","with"
"1798","the"
"1799","hazardous"
"1800","materials"
"1801","regulations"
"1802","the"
"1803","mtb"
"1804","replaces"
"1805","the"
"1806","hazardous"
"1807","materials"
"1808","regulations"
"1809","board"
"1810","hmrb"
"1811","which"
"1812","formerly"
"1813","c"
"1814","ordinated"
"1815","such"
"1816","matters"
"1817","rail"
"1818","carriers"
"1819","since"
"1820","april"
"1821","numerous"
"1822","freight"
"1823","rate"
"1824","dockets"
"1825","substantially"
"1826","escalating"
"1827","charges"
"1828","for"
"1829","switching"
"1830","loaded"
"1831","and"
"1832","empty"
"1833","cars"
"1834","appeared"
"1835","with"
"1836","little"
"1837","or"
"1838","no"
"1839","justification"
"1840","mca"
"1841","challenged"
"1842","these"
"1843","dock­"
"1844","et"
"1845","and"
"1846","in"
"1847","all"
"1848","but"
"1849","isolated"
"1850","situations"
"1851","the"
"1852","dockets"
"1853","were"
"1854","later"
"1855","withdrawn"
"1856","by"
"1857","the"
"1858","carriers"
"1859","dot"
"1860","issued"
"1861","emergency"
"1862","order"
"1863","no"
"1864","requiring"
"1865","dot"
"1866","specifications"
"1867","a"
"1868","and"
"1869","a"
"1870","on"
"1871","uninsulated"
"1872","pressure"
"1873","tank"
"1874","cars"
"1875","containing"
"1876","flanmable"
"1877","gases"
"1878","to"
"1879","be"
"1880","shoved"
"1881","to"
"1882","rest"
"1883","prohibiting"
"1884","humping"
"1885","or"
"1886","rolling"
"1887","switch­"
"1888","es"
"1889","as"
"1890","a"
"1891","result"
"1892","of"
"1893","railroad"
"1894","accidents"
"1895","in"
"1896","which"
"1897","such"
"1898","cars"
"1899","ruptured"
"1900","through"
"1901","their"
"1902","freight"
"1903","rate"
"1904","dockets"
"1905","the"
"1906","railroads"
"1907","proposed"
"1908","an"
"1909","arbi­"
"1910","trary"
"1911","charge"
"1912","of"
"1913","from"
"1914","to"
"1915","per"
"1916","car"
"1917","per"
"1918","shipment"
"1919","for"
"1920","extra"
"1921","handling"
"1922","mca"
"1923","challenged"
"1924","this"
"1925","arbitrary"
"1926","action"
"1927","and"
"1928","the"
"1929","carriers"
"1930","later"
"1931","withdrew"
"1932","the"
"1933","proposal"
"1934","cma"
"1935","iii"
"1936","highway"
"1937","icc"
"1938","docket"
"1939","mc"
"1940","sub"
"1941","was"
"1942","an"
"1943","investigation"
"1944","under­"
"1945","taken"
